1788686121.859725042,0 %, 1690 MHz, 40, 7.13 W
1788686138.727456731,1 %, 1690 MHz, 44, 7.06 W
1788686138.827510227,1 %, 1690 MHz, 44, 7.06 W
1788686138.927980203,1 %, 1690 MHz, 44, 7.06 W
1788686139.028669187,1 %, 1690 MHz, 44, 7.06 W
1788686139.128989388,1 %, 1690 MHz, 44, 7.06 W
1788686139.229363620,2 %, 1690 MHz, 44, 7.06 W
1788686139.329893500,2 %, 1690 MHz, 44, 7.06 W
1788686139.430587893,2 %, 1690 MHz, 44, 7.06 W
1788686139.530875277,2 %, 1690 MHz, 44, 7.06 W
1788686139.631323685,2 %, 1690 MHz, 44, 7.06 W
1788686139.731518525,2 %, 1690 MHz, 44, 7.78 W
1788686139.832065541,2 %, 1690 MHz, 44, 7.78 W
1788686139.932114861,2 %, 1690 MHz, 44, 7.78 W
1788686140.032155429,2 %, 1690 MHz, 44, 7.78 W
1788686140.132736302,2 %, 1690 MHz, 44, 7.78 W
1788686140.233173990,0 %, 1690 MHz, 44, 7.78 W
1788686140.333390526,0 %, 1690 MHz, 44, 7.78 W
1788686140.433792647,0 %, 1690 MHz, 44, 7.78 W
1788686140.534213327,0 %, 1690 MHz, 44, 7.78 W
1788686140.634460839,0 %, 1690 MHz, 44, 7.78 W
1788686140.734870672,0 %, 1690 MHz, 44, 7.10 W
1788686140.835075848,0 %, 1690 MHz, 44, 7.10 W
1788686140.935737937,0 %, 1690 MHz, 44, 7.10 W
1788686141.036091337,0 %, 1690 MHz, 44, 7.10 W
1788686141.136324865,0 %, 1690 MHz, 44, 7.10 W
1788686141.236806586,0 %, 1690 MHz, 44, 7.09 W
1788686141.337229362,0 %, 1690 MHz, 44, 7.09 W
1788686141.437609339,0 %, 1690 MHz, 44, 7.09 W
1788686141.538046435,0 %, 1690 MHz, 44, 7.09 W
1788686141.638560524,0 %, 1690 MHz, 44, 7.09 W
1788686141.738911716,0 %, 1690 MHz, 44, 7.06 W
1788686141.839253180,0 %, 1690 MHz, 44, 7.06 W
1788686141.939684293,0 %, 1690 MHz, 44, 7.06 W
1788686142.040137613,0 %, 1690 MHz, 44, 7.06 W
1788686142.140412230,0 %, 1690 MHz, 44, 7.06 W
1788686142.240845054,0 %, 1690 MHz, 44, 7.06 W
1788686142.341276983,0 %, 1690 MHz, 44, 7.06 W
1788686142.441747008,0 %, 1690 MHz, 44, 7.06 W
1788686142.542180216,0 %, 1690 MHz, 44, 7.06 W
1788686142.642602033,0 %, 1690 MHz, 44, 7.06 W
1788686142.743082201,0 %, 1690 MHz, 44, 7.07 W
1788686142.843327650,0 %, 1690 MHz, 44, 7.07 W
1788686142.943755626,0 %, 1690 MHz, 44, 7.07 W
1788686143.044272419,0 %, 1690 MHz, 44, 7.07 W
1788686143.144517260,0 %, 1690 MHz, 44, 7.07 W
1788686143.244640308,0 %, 1690 MHz, 43, 7.05 W
1788686143.344417260,0 %, 1690 MHz, 43, 7.05 W
1788686143.444572452,0 %, 1690 MHz, 43, 7.05 W
1788686143.545872062,0 %, 1690 MHz, 43, 7.05 W
1788686143.646229174,0 %, 1690 MHz, 43, 7.05 W
1788686143.746905455,0 %, 1690 MHz, 43, 7.05 W
1788686143.847048424,0 %, 1690 MHz, 43, 7.05 W
1788686143.947577329,0 %, 1690 MHz, 43, 7.05 W
1788686144.047961033,0 %, 1690 MHz, 43, 7.05 W
1788686144.148618626,0 %, 1690 MHz, 43, 7.05 W
1788686144.248841115,0 %, 1690 MHz, 43, 7.06 W
1788686144.349002243,0 %, 1690 MHz, 43, 7.06 W
1788686144.449332972,0 %, 1690 MHz, 43, 7.06 W
1788686144.549614677,0 %, 1690 MHz, 43, 7.06 W
1788686144.650011997,0 %, 1690 MHz, 43, 7.06 W
1788686144.750322118,0 %, 1690 MHz, 43, 7.06 W
1788686144.851033823,0 %, 1690 MHz, 43, 7.06 W
1788686144.951360520,0 %, 1690 MHz, 43, 7.06 W
1788686145.051610497,0 %, 1690 MHz, 43, 7.06 W
1788686145.151981305,0 %, 1690 MHz, 43, 7.06 W
1788686145.252305858,0 %, 1690 MHz, 43, 7.07 W
1788686145.352315387,0 %, 1690 MHz, 43, 7.07 W
1788686145.453205140,0 %, 1690 MHz, 43, 7.07 W
1788686145.553505277,0 %, 1690 MHz, 43, 7.07 W
1788686145.653682901,0 %, 1690 MHz, 43, 7.07 W
1788686145.754085998,0 %, 1690 MHz, 43, 7.05 W
1788686145.854402679,0 %, 1690 MHz, 43, 7.05 W
1788686145.955136608,0 %, 1690 MHz, 43, 7.05 W
1788686146.055445257,0 %, 1690 MHz, 43, 7.05 W
1788686146.155646178,0 %, 1690 MHz, 43, 7.05 W
1788686146.255982523,0 %, 1690 MHz, 43, 7.03 W
1788686146.356334852,0 %, 1690 MHz, 43, 7.03 W
1788686146.457042701,0 %, 1690 MHz, 43, 7.03 W
1788686146.557348006,0 %, 1690 MHz, 43, 7.03 W
1788686146.657729647,0 %, 1690 MHz, 43, 7.03 W
1788686146.758088888,0 %, 1690 MHz, 43, 7.04 W
1788686146.858761889,0 %, 1690 MHz, 43, 7.04 W
1788686146.959080634,0 %, 1690 MHz, 43, 7.04 W
1788686147.059459539,0 %, 1690 MHz, 43, 7.04 W
1788686147.159655931,0 %, 1690 MHz, 43, 7.04 W
1788686147.259984500,0 %, 1690 MHz, 43, 7.07 W
1788686147.360703502,0 %, 1690 MHz, 43, 7.07 W
1788686147.461036279,0 %, 1690 MHz, 43, 7.07 W
1788686147.561388160,0 %, 1690 MHz, 43, 7.07 W
1788686147.661611657,0 %, 1690 MHz, 43, 7.07 W
1788686147.761991858,0 %, 1690 MHz, 43, 7.08 W
1788686147.862608651,0 %, 1690 MHz, 43, 7.08 W
1788686147.962793348,0 %, 1690 MHz, 43, 7.08 W
1788686148.063334525,0 %, 1690 MHz, 43, 7.08 W
1788686148.163662262,0 %, 1690 MHz, 43, 7.08 W
1788686148.263961263,0 %, 1690 MHz, 43, 7.10 W
1788686148.364688249,0 %, 1690 MHz, 43, 7.10 W
1788686148.465039730,0 %, 1690 MHz, 43, 7.10 W
1788686148.565411227,0 %, 1690 MHz, 43, 7.10 W
1788686148.666109444,0 %, 1690 MHz, 43, 7.10 W
1788686148.766409021,0 %, 1690 MHz, 43, 7.06 W
1788686148.866863079,0 %, 1690 MHz, 43, 7.06 W
1788686148.967043792,0 %, 1690 MHz, 43, 7.06 W
1788686149.067387929,0 %, 1690 MHz, 43, 7.06 W
1788686149.168061058,0 %, 1690 MHz, 42, 7.00 W
1788686149.267150522,0 %, 1690 MHz, 42, 7.00 W
1788686149.367561668,0 %, 1690 MHz, 42, 7.00 W
1788686149.467817629,0 %, 1690 MHz, 42, 7.00 W
1788686149.568718102,0 %, 1690 MHz, 42, 7.00 W
1788686149.669205024,0 %, 1690 MHz, 42, 7.00 W
1788686149.769537849,0 %, 1690 MHz, 42, 7.00 W
1788686149.869945874,0 %, 1690 MHz, 42, 7.00 W
1788686149.970604636,0 %, 1690 MHz, 42, 7.00 W
1788686150.070794261,0 %, 1690 MHz, 42, 7.00 W
1788686150.171104830,0 %, 1690 MHz, 42, 6.99 W
1788686150.271466855,0 %, 1690 MHz, 42, 6.99 W
1788686150.371841473,0 %, 1690 MHz, 42, 6.99 W
1788686150.472550059,0 %, 1690 MHz, 42, 6.99 W
1788686150.572731044,0 %, 1690 MHz, 42, 6.99 W
1788686150.673048141,0 %, 1690 MHz, 42, 6.99 W
1788686150.773407542,0 %, 1690 MHz, 42, 6.99 W
1788686150.873563199,0 %, 1690 MHz, 42, 6.99 W
1788686150.973972649,0 %, 1690 MHz, 42, 6.99 W
1788686151.074674626,0 %, 1690 MHz, 42, 6.99 W
1788686151.174836252,0 %, 1690 MHz, 42, 7.00 W
1788686151.275140469,0 %, 1690 MHz, 42, 7.00 W
1788686151.375512351,0 %, 1690 MHz, 42, 7.00 W
1788686151.475849048,0 %, 1690 MHz, 42, 7.00 W
1788686151.576611154,0 %, 1690 MHz, 42, 7.00 W
1788686151.676913819,0 %, 1690 MHz, 42, 6.97 W
1788686151.777222228,0 %, 1690 MHz, 42, 6.97 W
1788686151.877576286,0 %, 1690 MHz, 42, 6.97 W
1788686151.978280616,0 %, 1690 MHz, 42, 6.97 W
1788686152.078623473,0 %, 1690 MHz, 42, 6.97 W
1788686152.178942827,0 %, 1690 MHz, 42, 6.95 W
1788686152.279309284,0 %, 1690 MHz, 42, 6.95 W
1788686152.380012910,0 %, 1690 MHz, 42, 6.95 W
1788686152.480335927,0 %, 1690 MHz, 42, 6.95 W
1788686152.580608449,0 %, 1690 MHz, 42, 6.95 W
1788686152.680999962,0 %, 1690 MHz, 42, 6.97 W
1788686152.781347348,0 %, 1690 MHz, 42, 6.97 W
1788686152.881499533,0 %, 1690 MHz, 42, 6.97 W
1788686152.982226263,0 %, 1690 MHz, 42, 6.97 W
1788686153.082542337,0 %, 1690 MHz, 42, 6.97 W
1788686153.182937146,0 %, 1690 MHz, 42, 6.97 W
1788686153.283265220,0 %, 1690 MHz, 42, 6.97 W
1788686153.383473549,0 %, 1690 MHz, 42, 6.97 W
1788686153.484187399,0 %, 1690 MHz, 42, 6.97 W
1788686153.584489713,0 %, 1690 MHz, 42, 6.97 W
1788686153.684672442,0 %, 1690 MHz, 42, 6.99 W
1788686153.785080100,0 %, 1690 MHz, 42, 6.99 W
1788686153.885408030,0 %, 1690 MHz, 42, 6.99 W
1788686153.986101800,0 %, 1690 MHz, 42, 6.99 W
1788686154.086420145,0 %, 1690 MHz, 42, 6.99 W
1788686154.186826299,0 %, 1690 MHz, 42, 6.98 W
1788686154.287176693,0 %, 1690 MHz, 42, 6.98 W
1788686154.387846239,0 %, 1690 MHz, 42, 6.98 W
1788686154.488155528,0 %, 1690 MHz, 42, 6.98 W
1788686154.588515810,0 %, 1690 MHz, 42, 6.98 W
1788686154.688903324,0 %, 1690 MHz, 42, 6.95 W
1788686154.789563782,0 %, 1690 MHz, 42, 6.95 W
1788686154.889818255,0 %, 1690 MHz, 42, 6.95 W
1788686154.989318152,0 %, 1690 MHz, 42, 6.95 W
1788686155.090493843,0 %, 1690 MHz, 42, 6.95 W
1788686155.190637613,0 %, 1690 MHz, 42, 6.95 W
1788686155.291012422,0 %, 1690 MHz, 42, 6.95 W
1788686155.391740161,0 %, 1690 MHz, 42, 6.95 W
1788686155.492008282,0 %, 1690 MHz, 42, 6.95 W
1788686155.592350100,0 %, 1690 MHz, 42, 6.95 W
1788686155.692611054,0 %, 1690 MHz, 42, 6.95 W
1788686155.792948440,0 %, 1690 MHz, 42, 6.95 W
1788686155.893627394,0 %, 1690 MHz, 42, 6.95 W
1788686155.993820475,0 %, 1690 MHz, 42, 6.95 W
1788686156.094142293,0 %, 1690 MHz, 42, 6.95 W
1788686156.194482207,0 %, 1690 MHz, 42, 6.98 W
1788686156.294660297,0 %, 1690 MHz, 42, 6.98 W
1788686156.395041859,0 %, 1690 MHz, 42, 6.98 W
1788686156.495786765,0 %, 1690 MHz, 42, 6.98 W
1788686156.596085639,0 %, 1690 MHz, 42, 6.98 W
1788686156.696394273,0 %, 1690 MHz, 42, 6.99 W
1788686156.796775691,0 %, 1690 MHz, 42, 6.99 W
1788686156.897071349,0 %, 1690 MHz, 42, 6.99 W
1788686156.997785103,0 %, 1690 MHz, 42, 6.99 W
1788686157.098121833,0 %, 1690 MHz, 42, 6.99 W
1788686157.198074547,0 %, 1690 MHz, 42, 6.99 W
1788686157.298258316,0 %, 1690 MHz, 42, 6.99 W
1788686157.398476182,0 %, 1690 MHz, 42, 6.99 W
1788686157.498972464,0 %, 1690 MHz, 42, 6.99 W
1788686157.599224154,0 %, 1690 MHz, 42, 6.99 W
1788686157.700077941,0 %, 1690 MHz, 42, 7.01 W
1788686157.799503982,0 %, 1690 MHz, 42, 7.01 W
1788686157.899682056,0 %, 1690 MHz, 42, 7.01 W
1788686158.000205970,0 %, 1690 MHz, 42, 7.01 W
1788686158.099911676,0 %, 1690 MHz, 42, 7.01 W
1788686158.200530758,0 %, 1690 MHz, 42, 6.97 W
1788686158.300988128,0 %, 1690 MHz, 42, 6.97 W
1788686158.401274858,0 %, 1690 MHz, 42, 6.97 W
1788686158.502078309,0 %, 1690 MHz, 42, 6.97 W
1788686158.602566959,0 %, 1690 MHz, 42, 6.97 W
1788686158.703100713,0 %, 1690 MHz, 42, 6.96 W
1788686158.803448179,0 %, 1690 MHz, 42, 6.96 W
1788686158.903399629,0 %, 1690 MHz, 42, 6.96 W
1788686159.003747031,0 %, 1690 MHz, 42, 6.96 W
1788686159.104423410,0 %, 1690 MHz, 42, 6.96 W
1788686159.204867724,0 %, 1690 MHz, 42, 7.00 W
1788686159.305123894,0 %, 1690 MHz, 42, 7.00 W
1788686159.405317536,0 %, 1690 MHz, 42, 7.00 W
1788686159.505857035,0 %, 1690 MHz, 42, 7.00 W
1788686159.606345125,0 %, 1690 MHz, 42, 7.00 W
1788686159.706957375,0 %, 1690 MHz, 42, 7.01 W
1788686159.806949961,0 %, 1690 MHz, 42, 7.01 W
1788686159.907220723,0 %, 1690 MHz, 42, 7.01 W
1788686160.007587070,0 %, 1690 MHz, 42, 7.01 W
1788686160.108003576,0 %, 1690 MHz, 42, 7.01 W
1788686160.208305778,0 %, 1690 MHz, 42, 7.04 W
1788686160.308446940,0 %, 1690 MHz, 42, 7.04 W
1788686160.409162999,0 %, 1690 MHz, 42, 7.04 W
1788686160.509496033,0 %, 1690 MHz, 42, 7.04 W
1788686160.609487195,0 %, 1690 MHz, 42, 7.04 W
1788686160.710104582,0 %, 1690 MHz, 42, 7.06 W
1788686160.810563104,0 %, 1690 MHz, 42, 7.06 W
1788686160.911109115,0 %, 1690 MHz, 42, 7.06 W
1788686161.011434133,0 %, 1690 MHz, 42, 7.06 W
1788686161.111458143,0 %, 1690 MHz, 42, 7.06 W
1788686161.212021594,0 %, 1690 MHz, 42, 7.02 W
1788686161.312174404,0 %, 1690 MHz, 42, 7.02 W
1788686161.413075343,0 %, 1690 MHz, 42, 7.02 W
1788686161.513172921,0 %, 1690 MHz, 42, 7.02 W
1788686161.613401091,0 %, 1690 MHz, 42, 7.02 W
1788686161.714049438,0 %, 1690 MHz, 41, 6.98 W
1788686161.814646921,0 %, 1690 MHz, 41, 6.98 W
1788686161.914903075,0 %, 1690 MHz, 41, 6.98 W
1788686162.015216413,0 %, 1690 MHz, 41, 6.98 W
1788686162.115332248,0 %, 1690 MHz, 41, 6.98 W
1788686162.215669986,0 %, 1690 MHz, 41, 6.98 W
1788686162.315932604,0 %, 1690 MHz, 41, 6.98 W
1788686162.416409879,0 %, 1690 MHz, 41, 6.98 W
1788686162.516965826,0 %, 1690 MHz, 41, 6.98 W
1788686162.617596797,0 %, 1690 MHz, 41, 6.98 W
1788686162.717597495,0 %, 1690 MHz, 41, 6.99 W
1788686162.818119185,0 %, 1690 MHz, 41, 6.99 W
1788686162.918845724,0 %, 1690 MHz, 41, 6.99 W
1788686163.018953927,0 %, 1690 MHz, 41, 6.99 W
1788686163.119565297,0 %, 1690 MHz, 41, 6.99 W
1788686163.219710940,0 %, 1690 MHz, 41, 6.99 W
1788686163.320404167,0 %, 1690 MHz, 41, 6.99 W
1788686163.420801617,0 %, 1690 MHz, 41, 6.99 W
1788686163.520924892,0 %, 1690 MHz, 41, 6.99 W
1788686163.620511270,0 %, 1690 MHz, 41, 6.99 W
1788686163.720461040,0 %, 1690 MHz, 41, 7.00 W
1788686163.820953051,0 %, 1690 MHz, 41, 7.00 W
1788686163.921114405,0 %, 1690 MHz, 41, 7.00 W
1788686164.022115184,0 %, 1690 MHz, 41, 7.00 W
1788686164.121270554,0 %, 1690 MHz, 41, 7.00 W
1788686164.221446276,0 %, 1690 MHz, 41, 7.00 W
1788686164.321558623,0 %, 1690 MHz, 41, 7.00 W
1788686164.422260234,0 %, 1690 MHz, 41, 7.00 W
1788686164.522662901,0 %, 1690 MHz, 41, 7.00 W
1788686164.623245568,0 %, 1690 MHz, 41, 7.00 W
1788686164.723444282,0 %, 1690 MHz, 41, 6.97 W
1788686164.823538661,0 %, 1690 MHz, 41, 6.97 W
1788686164.924192240,0 %, 1690 MHz, 41, 6.97 W
1788686165.024460778,0 %, 1690 MHz, 41, 6.97 W
1788686165.125033285,0 %, 1690 MHz, 41, 6.97 W
1788686165.225577088,0 %, 1690 MHz, 41, 6.97 W
1788686165.326355739,0 %, 1690 MHz, 41, 6.97 W
1788686165.426497638,0 %, 1690 MHz, 41, 6.97 W
1788686165.526343232,0 %, 1690 MHz, 41, 6.97 W
1788686165.626941531,0 %, 1690 MHz, 41, 6.97 W
1788686165.726546710,0 %, 1690 MHz, 41, 6.98 W
1788686165.826790720,0 %, 1690 MHz, 41, 6.98 W
1788686165.927061899,0 %, 1690 MHz, 41, 6.98 W
1788686166.027086885,0 %, 1690 MHz, 41, 6.98 W
1788686166.128147505,0 %, 1690 MHz, 41, 6.98 W
1788686166.227614875,0 %, 1690 MHz, 41, 7.01 W
1788686166.327769830,0 %, 1690 MHz, 41, 7.01 W
1788686166.428281425,0 %, 1690 MHz, 41, 7.01 W
1788686166.528416204,0 %, 1690 MHz, 41, 7.01 W
1788686166.629421111,0 %, 1690 MHz, 41, 7.01 W
1788686166.729988514,0 %, 1690 MHz, 41, 7.05 W
1788686166.830281309,0 %, 1690 MHz, 41, 7.05 W
1788686166.930642904,0 %, 1690 MHz, 41, 7.05 W
