1788687176.636804291,0 %, 1690 MHz, 39, 7.11 W
1788687181.455814025,2 %, 1690 MHz, 39, 7.15 W
1788687181.555971490,2 %, 1690 MHz, 39, 7.15 W
1788687181.656182123,2 %, 1690 MHz, 39, 7.15 W
1788687181.756341316,2 %, 1690 MHz, 39, 7.15 W
1788687181.856898400,2 %, 1690 MHz, 39, 7.16 W
1788687181.957064601,2 %, 1690 MHz, 39, 7.16 W
1788687182.057112480,2 %, 1690 MHz, 39, 7.16 W
1788687182.157199319,2 %, 1690 MHz, 39, 7.16 W
1788687182.257651345,2 %, 1690 MHz, 39, 7.16 W
1788687182.357988763,1 %, 1690 MHz, 39, 7.19 W
1788687182.458232803,1 %, 1690 MHz, 39, 7.19 W
1788687182.558392187,1 %, 1690 MHz, 39, 7.19 W
1788687182.659056103,1 %, 1690 MHz, 39, 7.19 W
1788687182.759551825,1 %, 1690 MHz, 39, 7.19 W
1788687182.859302885,1 %, 1690 MHz, 39, 7.18 W
1788687182.960083154,1 %, 1690 MHz, 39, 7.18 W
1788687183.060251609,1 %, 1690 MHz, 39, 7.18 W
1788687183.160381135,1 %, 1690 MHz, 39, 7.18 W
1788687183.260617127,1 %, 1690 MHz, 39, 7.18 W
1788687183.361072352,1 %, 1690 MHz, 39, 7.14 W
1788687183.461597833,1 %, 1690 MHz, 39, 7.14 W
1788687183.561804176,1 %, 1690 MHz, 39, 7.14 W
1788687183.661984247,1 %, 1690 MHz, 39, 7.14 W
1788687183.762244558,1 %, 1690 MHz, 39, 7.14 W
1788687183.862331924,1 %, 1690 MHz, 39, 7.11 W
1788687183.962650908,1 %, 1690 MHz, 39, 7.11 W
1788687184.062933683,1 %, 1690 MHz, 39, 7.11 W
1788687184.163157737,1 %, 1690 MHz, 39, 7.11 W
1788687184.263354254,1 %, 1690 MHz, 39, 7.11 W
1788687184.363477699,2 %, 1690 MHz, 39, 7.12 W
1788687184.463778570,2 %, 1690 MHz, 39, 7.12 W
1788687184.563976479,2 %, 1690 MHz, 39, 7.12 W
1788687184.664251190,2 %, 1690 MHz, 39, 7.12 W
1788687184.764601516,2 %, 1690 MHz, 39, 7.12 W
1788687184.865181141,2 %, 1690 MHz, 39, 7.14 W
1788687184.964936903,2 %, 1690 MHz, 39, 7.14 W
1788687185.065140780,2 %, 1690 MHz, 39, 7.14 W
1788687185.165799013,2 %, 1690 MHz, 39, 7.14 W
1788687185.265977849,2 %, 1690 MHz, 39, 7.14 W
1788687185.366191966,2 %, 1690 MHz, 39, 7.16 W
1788687185.466345762,2 %, 1690 MHz, 39, 7.16 W
1788687185.566778744,2 %, 1690 MHz, 39, 7.16 W
1788687185.667086989,2 %, 1690 MHz, 39, 7.16 W
1788687185.767157249,2 %, 1690 MHz, 39, 7.16 W
1788687185.867208084,2 %, 1690 MHz, 39, 7.15 W
1788687185.967094438,2 %, 1690 MHz, 39, 7.15 W
1788687186.067719437,2 %, 1690 MHz, 39, 7.15 W
1788687186.167962465,2 %, 1690 MHz, 39, 7.15 W
1788687186.268011651,2 %, 1690 MHz, 39, 7.15 W
1788687186.368401736,1 %, 1690 MHz, 39, 7.12 W
1788687186.468482458,1 %, 1690 MHz, 39, 7.12 W
1788687186.568674125,1 %, 1690 MHz, 39, 7.12 W
1788687186.668964497,1 %, 1690 MHz, 39, 7.12 W
1788687186.769144453,1 %, 1690 MHz, 39, 7.12 W
1788687186.869429497,1 %, 1690 MHz, 39, 7.11 W
1788687186.969630140,1 %, 1690 MHz, 39, 7.11 W
1788687187.069806926,1 %, 1690 MHz, 39, 7.11 W
1788687187.169978752,1 %, 1690 MHz, 39, 7.11 W
1788687187.270107074,1 %, 1690 MHz, 39, 7.11 W
1788687187.370367972,2 %, 1690 MHz, 39, 7.11 W
1788687187.470565142,2 %, 1690 MHz, 39, 7.11 W
1788687187.570777993,2 %, 1690 MHz, 39, 7.11 W
1788687187.670926778,2 %, 1690 MHz, 39, 7.11 W
1788687187.771192413,2 %, 1690 MHz, 39, 7.11 W
1788687187.871364223,2 %, 1690 MHz, 39, 7.11 W
1788687187.971618034,2 %, 1690 MHz, 39, 7.11 W
1788687188.071743106,2 %, 1690 MHz, 39, 7.11 W
1788687188.171959667,2 %, 1690 MHz, 39, 7.11 W
1788687188.272165652,2 %, 1690 MHz, 39, 7.11 W
1788687188.372361381,1 %, 1690 MHz, 39, 7.13 W
1788687188.472538790,1 %, 1690 MHz, 39, 7.13 W
1788687188.572683319,1 %, 1690 MHz, 39, 7.13 W
1788687188.672986409,1 %, 1690 MHz, 39, 7.13 W
1788687188.773728718,1 %, 1690 MHz, 39, 7.13 W
1788687188.873789374,1 %, 1690 MHz, 39, 7.16 W
1788687188.973930606,1 %, 1690 MHz, 39, 7.16 W
1788687189.073646026,1 %, 1690 MHz, 39, 7.16 W
1788687189.173945803,1 %, 1690 MHz, 39, 7.16 W
1788687189.274545486,1 %, 1690 MHz, 39, 7.16 W
1788687189.374762926,1 %, 1690 MHz, 39, 7.15 W
1788687189.475002046,1 %, 1690 MHz, 39, 7.15 W
1788687189.575094653,1 %, 1690 MHz, 39, 7.15 W
1788687189.675505055,1 %, 1690 MHz, 39, 7.15 W
1788687189.775518477,1 %, 1690 MHz, 39, 7.15 W
1788687189.875812382,1 %, 1690 MHz, 39, 7.15 W
1788687189.976062894,1 %, 1690 MHz, 39, 7.15 W
1788687190.076251021,1 %, 1690 MHz, 39, 7.15 W
1788687190.176569229,1 %, 1690 MHz, 39, 7.15 W
1788687190.276604090,1 %, 1690 MHz, 39, 7.15 W
1788687190.376977770,2 %, 1690 MHz, 39, 7.14 W
1788687190.477157576,2 %, 1690 MHz, 39, 7.14 W
1788687190.577394215,2 %, 1690 MHz, 39, 7.14 W
1788687190.677561206,2 %, 1690 MHz, 39, 7.14 W
1788687190.777816517,2 %, 1690 MHz, 39, 7.14 W
1788687190.878033924,2 %, 1690 MHz, 39, 7.13 W
1788687190.977629037,2 %, 1690 MHz, 39, 7.13 W
1788687191.078371568,2 %, 1690 MHz, 39, 7.13 W
1788687191.178532029,2 %, 1690 MHz, 39, 7.13 W
1788687191.278803723,2 %, 1690 MHz, 39, 7.13 W
1788687191.379375788,1 %, 1690 MHz, 39, 7.14 W
1788687191.479195878,1 %, 1690 MHz, 39, 7.14 W
1788687191.579737174,1 %, 1690 MHz, 39, 7.14 W
1788687191.680013236,1 %, 1690 MHz, 39, 7.14 W
1788687191.780593301,1 %, 1690 MHz, 39, 7.14 W
1788687191.880065036,1 %, 1690 MHz, 39, 7.11 W
1788687191.980917888,1 %, 1690 MHz, 39, 7.11 W
1788687192.080901850,1 %, 1690 MHz, 39, 7.11 W
1788687192.181062102,1 %, 1690 MHz, 39, 7.11 W
1788687192.281416724,1 %, 1690 MHz, 39, 7.11 W
1788687192.381564560,2 %, 1690 MHz, 39, 7.07 W
1788687192.481745500,2 %, 1690 MHz, 39, 7.07 W
1788687192.582089738,2 %, 1690 MHz, 39, 7.07 W
1788687192.682353479,2 %, 1690 MHz, 39, 7.07 W
1788687192.782502354,2 %, 1690 MHz, 39, 7.07 W
1788687192.883407381,2 %, 1690 MHz, 39, 7.01 W
1788687192.983617441,2 %, 1690 MHz, 39, 7.01 W
1788687193.084104559,2 %, 1690 MHz, 39, 7.01 W
1788687193.183969111,2 %, 1690 MHz, 39, 7.01 W
1788687193.284068690,2 %, 1690 MHz, 39, 7.01 W
1788687193.384762849,43 %, 1690 MHz, 40, 7.88 W
1788687193.484745610,43 %, 1690 MHz, 40, 7.88 W
1788687193.584716164,43 %, 1690 MHz, 40, 7.88 W
1788687193.685066080,43 %, 1690 MHz, 40, 7.88 W
1788687193.785347244,43 %, 1690 MHz, 40, 7.88 W
1788687193.885606184,43 %, 1690 MHz, 42, 9.84 W
1788687193.985901028,43 %, 1690 MHz, 42, 9.84 W
1788687194.085794395,43 %, 1690 MHz, 42, 9.84 W
1788687194.186026134,43 %, 1690 MHz, 42, 9.84 W
1788687194.286120319,43 %, 1690 MHz, 42, 9.84 W
1788687194.387975399,38 %, 1690 MHz, 40, 12.68 W
1788687194.487717389,38 %, 1690 MHz, 40, 12.68 W
1788687194.588250282,38 %, 1690 MHz, 40, 12.68 W
1788687194.687639325,38 %, 1690 MHz, 40, 12.68 W
1788687194.788502733,38 %, 1690 MHz, 40, 12.68 W
1788687194.889096282,38 %, 1690 MHz, 42, 14.77 W
1788687194.987921209,38 %, 1690 MHz, 42, 14.77 W
1788687195.088553861,38 %, 1690 MHz, 42, 14.77 W
1788687195.188738846,38 %, 1690 MHz, 42, 14.77 W
1788687195.288649316,38 %, 1690 MHz, 42, 14.77 W
1788687195.389798486,96 %, 1690 MHz, 44, 22.89 W
1788687195.490105231,96 %, 1690 MHz, 44, 22.89 W
1788687195.590405993,96 %, 1690 MHz, 44, 22.89 W
1788687195.690944613,96 %, 1690 MHz, 44, 22.89 W
1788687195.790921996,96 %, 1690 MHz, 44, 22.89 W
1788687195.891147733,96 %, 1690 MHz, 42, 31.41 W
1788687195.991213965,96 %, 1690 MHz, 42, 31.41 W
1788687196.091508469,96 %, 1690 MHz, 42, 31.41 W
1788687196.191572956,96 %, 1690 MHz, 42, 31.41 W
1788687196.291748228,96 %, 1690 MHz, 42, 31.41 W
1788687196.392062796,0 %, 1690 MHz, 40, 22.09 W
1788687196.492459462,0 %, 1690 MHz, 40, 22.09 W
1788687196.592442444,0 %, 1690 MHz, 40, 22.09 W
1788687196.693146408,0 %, 1690 MHz, 40, 22.09 W
1788687196.792883308,0 %, 1690 MHz, 40, 22.09 W
1788687196.893494471,0 %, 1690 MHz, 42, 21.71 W
1788687196.993350364,0 %, 1690 MHz, 42, 21.71 W
1788687197.093410593,0 %, 1690 MHz, 42, 21.71 W
1788687197.193532615,0 %, 1690 MHz, 42, 21.71 W
1788687197.293716830,0 %, 1690 MHz, 42, 21.71 W
1788687197.393865764,76 %, 1690 MHz, 41, 28.11 W
1788687197.494081546,76 %, 1690 MHz, 41, 28.11 W
1788687197.594280097,76 %, 1690 MHz, 41, 28.11 W
1788687197.694430759,76 %, 1690 MHz, 41, 28.11 W
1788687197.794818735,76 %, 1690 MHz, 41, 28.11 W
1788687197.894744932,76 %, 1690 MHz, 40, 17.11 W
1788687197.995044187,76 %, 1690 MHz, 40, 17.11 W
1788687198.095001375,76 %, 1690 MHz, 40, 17.11 W
1788687198.195380694,76 %, 1690 MHz, 40, 17.11 W
1788687198.295734924,76 %, 1690 MHz, 40, 17.11 W
1788687198.396034675,0 %, 1690 MHz, 40, 7.16 W
1788687198.496166840,0 %, 1690 MHz, 40, 7.16 W
1788687198.596325277,0 %, 1690 MHz, 40, 7.16 W
1788687198.696646883,0 %, 1690 MHz, 40, 7.16 W
1788687198.796729128,0 %, 1690 MHz, 40, 7.12 W
1788687198.896889981,0 %, 1690 MHz, 40, 7.12 W
1788687198.996889585,0 %, 1690 MHz, 40, 7.12 W
1788687199.097241542,0 %, 1690 MHz, 40, 7.12 W
1788687199.197404122,0 %, 1690 MHz, 40, 7.12 W
1788687199.297714032,0 %, 1690 MHz, 40, 7.14 W
1788687199.397861123,0 %, 1690 MHz, 40, 7.14 W
1788687199.498098696,0 %, 1690 MHz, 40, 7.14 W
1788687199.598274412,0 %, 1690 MHz, 40, 7.14 W
1788687199.698483441,0 %, 1690 MHz, 40, 7.14 W
1788687199.798621524,0 %, 1690 MHz, 40, 7.12 W
1788687199.898903753,0 %, 1690 MHz, 40, 7.12 W
1788687199.999038381,0 %, 1690 MHz, 40, 7.12 W
1788687200.099205296,0 %, 1690 MHz, 40, 7.12 W
1788687200.199407091,0 %, 1690 MHz, 40, 7.12 W
1788687200.299579078,0 %, 1690 MHz, 40, 7.12 W
1788687200.399715097,0 %, 1690 MHz, 40, 7.12 W
1788687200.500082590,0 %, 1690 MHz, 40, 7.12 W
1788687200.600104559,0 %, 1690 MHz, 40, 7.12 W
1788687200.700277666,0 %, 1690 MHz, 40, 7.12 W
1788687200.800641255,0 %, 1690 MHz, 40, 7.11 W
1788687200.900829882,0 %, 1690 MHz, 40, 7.11 W
1788687201.000852876,0 %, 1690 MHz, 40, 7.11 W
1788687201.100995645,0 %, 1690 MHz, 40, 7.11 W
1788687201.201197583,0 %, 1690 MHz, 40, 7.11 W
1788687201.301542659,0 %, 1690 MHz, 40, 7.07 W
1788687201.401564499,0 %, 1690 MHz, 40, 7.07 W
1788687201.501738933,0 %, 1690 MHz, 40, 7.07 W
1788687201.601941015,0 %, 1690 MHz, 40, 7.07 W
1788687201.702100953,0 %, 1690 MHz, 40, 7.07 W
1788687201.802289083,0 %, 1690 MHz, 40, 7.07 W
1788687201.902464925,0 %, 1690 MHz, 40, 7.07 W
1788687202.002489949,0 %, 1690 MHz, 40, 7.07 W
1788687202.102855391,0 %, 1690 MHz, 40, 7.07 W
1788687202.203057664,0 %, 1690 MHz, 40, 7.07 W
1788687202.303762038,0 %, 1690 MHz, 40, 7.07 W
1788687202.403372113,0 %, 1690 MHz, 40, 7.07 W
1788687202.503548802,0 %, 1690 MHz, 40, 7.07 W
1788687202.603721683,0 %, 1690 MHz, 40, 7.07 W
1788687202.703792099,0 %, 1690 MHz, 40, 7.07 W
1788687202.804014804,0 %, 1690 MHz, 40, 7.07 W
1788687202.904274549,0 %, 1690 MHz, 40, 7.07 W
1788687203.004553975,0 %, 1690 MHz, 40, 7.07 W
1788687203.104844007,0 %, 1690 MHz, 40, 7.07 W
1788687203.205069063,0 %, 1690 MHz, 40, 7.07 W
1788687203.305279063,0 %, 1690 MHz, 40, 7.08 W
1788687203.405971643,0 %, 1690 MHz, 40, 7.08 W
1788687203.505726327,0 %, 1690 MHz, 40, 7.08 W
1788687203.606382571,0 %, 1690 MHz, 40, 7.08 W
1788687203.706576347,0 %, 1690 MHz, 40, 7.08 W
1788687203.806893675,0 %, 1690 MHz, 40, 7.06 W
1788687203.907087707,0 %, 1690 MHz, 40, 7.06 W
1788687204.007296747,0 %, 1690 MHz, 40, 7.06 W
1788687204.107658379,0 %, 1690 MHz, 40, 7.06 W
1788687204.206745184,0 %, 1690 MHz, 40, 7.06 W
1788687204.307188065,0 %, 1690 MHz, 40, 7.10 W
1788687204.409279120,0 %, 1690 MHz, 40, 7.10 W
1788687204.507568318,0 %, 1690 MHz, 40, 7.10 W
1788687204.607685356,0 %, 1690 MHz, 40, 7.10 W
1788687204.708124157,0 %, 1690 MHz, 40, 7.10 W
1788687204.810000937,0 %, 1690 MHz, 40, 7.12 W
1788687204.910340586,0 %, 1690 MHz, 40, 7.12 W
1788687205.011057277,0 %, 1690 MHz, 40, 7.12 W
